"variable","GROUP","concept","value","periode_group","time","siteid"
"E43","OTHERS_sup_49","DIAG-ICD10",23,"all","all","FRBDX"
"E44","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E44","ARDS_sup_49","DIAG-ICD10",10,"all","all","FRBDX"
"E44","NO_ARDS_18_49","DIAG-ICD10",5,"all","all","FRBDX"
"E44","NO_ARDS_sup_49","DIAG-ICD10",52,"all","all","FRBDX"
"E44","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E44","OTHERS_sup_49","DIAG-ICD10",9,"all","all","FRBDX"
"E46","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"E46","NO_ARDS_sup_49","DIAG-ICD10",12,"all","all","FRBDX"
"E46","OTHERS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"E51","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E53","NO_ARDS_18_49","DIAG-ICD10",3,"all","all","FRBDX"
"E53","NO_ARDS_sup_49","DIAG-ICD10",14,"all","all","FRBDX"
"E53","OTHERS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"E54","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E55","ARDS_sup_49","DIAG-ICD10",8,"all","all","FRBDX"
"E55","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E55","NO_ARDS_sup_49","DIAG-ICD10",51,"all","all","FRBDX"
"E55","OTHERS_sup_49","DIAG-ICD10",11,"all","all","FRBDX"
"E56","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E56","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E60","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E61","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E61","NO_ARDS_sup_49","DIAG-ICD10",10,"all","all","FRBDX"
"E61","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E61","OTHERS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"E65","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E66","ARDS_18_49","DIAG-ICD10",14,"all","all","FRBDX"
"E66","ARDS_sup_49","DIAG-ICD10",82,"all","all","FRBDX"
"E66","NO_ARDS_18_49","DIAG-ICD10",43,"all","all","FRBDX"
"E66","NO_ARDS_sup_49","DIAG-ICD10",119,"all","all","FRBDX"
"E66","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E66","OTHERS_sup_49","DIAG-ICD10",13,"all","all","FRBDX"
"E74","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E75","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E77","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E78","ARDS_18_49","DIAG-ICD10",5,"all","all","FRBDX"
"E78","ARDS_sup_49","DIAG-ICD10",48,"all","all","FRBDX"
"E78","NO_ARDS_18_49","DIAG-ICD10",6,"all","all","FRBDX"
"E78","NO_ARDS_sup_49","DIAG-ICD10",134,"all","all","FRBDX"
"E78","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E78","OTHERS_sup_49","DIAG-ICD10",25,"all","all","FRBDX"
"E79","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E79","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E79","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E80","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E80","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E80","NO_ARDS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"E80","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E83","ARDS_18_49","DIAG-ICD10",7,"all","all","FRBDX"
"E83","ARDS_sup_49","DIAG-ICD10",41,"all","all","FRBDX"
"E83","NO_ARDS_18_49","DIAG-ICD10",8,"all","all","FRBDX"
"E83","NO_ARDS_sup_49","DIAG-ICD10",86,"all","all","FRBDX"
"E83","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E83","OTHERS_sup_49","DIAG-ICD10",25,"all","all","FRBDX"
"E85","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E85","NO_ARDS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"E86","ARDS_18_49","DIAG-ICD10",8,"all","all","FRBDX"
"E86","ARDS_sup_49","DIAG-ICD10",41,"all","all","FRBDX"
"E86","NO_ARDS_18_49","DIAG-ICD10",5,"all","all","FRBDX"
"E86","NO_ARDS_sup_49","DIAG-ICD10",54,"all","all","FRBDX"
"E86","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E86","OTHERS_sup_49","DIAG-ICD10",23,"all","all","FRBDX"
"E87","ARDS_18_49","DIAG-ICD10",17,"all","all","FRBDX"
"E87","ARDS_sup_49","DIAG-ICD10",169,"all","all","FRBDX"
"E87","NO_ARDS_18_49","DIAG-ICD10",56,"all","all","FRBDX"
"E87","NO_ARDS_sup_49","DIAG-ICD10",376,"all","all","FRBDX"
"E87","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E87","OTHERS_sup_49","DIAG-ICD10",84,"all","all","FRBDX"
"E88","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"E88","NO_ARDS_sup_49","DIAG-ICD10",7,"all","all","FRBDX"
"E88","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E89","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E89","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"E89","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"E89","NO_ARDS_sup_49","DIAG-ICD10",9,"all","all","FRBDX"
"E89","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F00","NO_ARDS_sup_49","DIAG-ICD10",10,"all","all","FRBDX"
"F00","OTHERS_sup_49","DIAG-ICD10",9,"all","all","FRBDX"
"F01","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F01","NO_ARDS_sup_49","DIAG-ICD10",15,"all","all","FRBDX"
"F01","OTHERS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"F02","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F02","NO_ARDS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"F02","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F03","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F03","NO_ARDS_sup_49","DIAG-ICD10",39,"all","all","FRBDX"
"F03","OTHERS_sup_49","DIAG-ICD10",14,"all","all","FRBDX"
"F05","ARDS_sup_49","DIAG-ICD10",7,"all","all","FRBDX"
"F05","NO_ARDS_sup_49","DIAG-ICD10",14,"all","all","FRBDX"
"F05","OTHERS_sup_49","DIAG-ICD10",9,"all","all","FRBDX"
"F06","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"F06","NO_ARDS_sup_49","DIAG-ICD10",46,"all","all","FRBDX"
"F06","OTHERS_sup_49","DIAG-ICD10",14,"all","all","FRBDX"
"F07","NO_ARDS_sup_49","DIAG-ICD10",5,"all","all","FRBDX"
"F07","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F07","OTHERS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"F10","ARDS_sup_49","DIAG-ICD10",8,"all","all","FRBDX"
"F10","NO_ARDS_18_49","DIAG-ICD10",3,"all","all","FRBDX"
"F10","NO_ARDS_sup_49","DIAG-ICD10",31,"all","all","FRBDX"
"F10","OTHERS_sup_49","DIAG-ICD10",9,"all","all","FRBDX"
"F11","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F12","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F12","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F13","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F14","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F15","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F17","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F17","ARDS_sup_49","DIAG-ICD10",57,"all","all","FRBDX"
"F17","NO_ARDS_18_49","DIAG-ICD10",20,"all","all","FRBDX"
"F17","NO_ARDS_sup_49","DIAG-ICD10",128,"all","all","FRBDX"
"F17","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F17","OTHERS_sup_49","DIAG-ICD10",18,"all","all","FRBDX"
"F19","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F20","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F20","NO_ARDS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"F22","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F22","NO_ARDS_sup_49","DIAG-ICD10",8,"all","all","FRBDX"
"F22","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F25","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F29","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F30","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F31","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F31","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F31","NO_ARDS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"F31","OTHERS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"F32","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F32","ARDS_sup_49","DIAG-ICD10",12,"all","all","FRBDX"
"F32","NO_ARDS_18_49","DIAG-ICD10",4,"all","all","FRBDX"
"F32","NO_ARDS_sup_49","DIAG-ICD10",43,"all","all","FRBDX"
"F32","OTHERS_sup_49","DIAG-ICD10",10,"all","all","FRBDX"
"F33","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F34","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F39","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F39","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F40","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"F40","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F40","NO_ARDS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"F40","OTHERS_sup_49","DIAG-ICD10",5,"all","all","FRBDX"
"F41","ARDS_18_49","DIAG-ICD10",8,"all","all","FRBDX"
"F41","ARDS_sup_49","DIAG-ICD10",46,"all","all","FRBDX"
"F41","NO_ARDS_18_49","DIAG-ICD10",13,"all","all","FRBDX"
"F41","NO_ARDS_sup_49","DIAG-ICD10",111,"all","all","FRBDX"
"F41","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F41","OTHERS_sup_49","DIAG-ICD10",36,"all","all","FRBDX"
"F43","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"F43","NO_ARDS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"F43","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F44","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F44","NO_ARDS_sup_49","DIAG-ICD10",15,"all","all","FRBDX"
"F44","OTHERS_sup_49","DIAG-ICD10",5,"all","all","FRBDX"
"F45","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F48","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F48","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F50","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F50","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F50","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F51","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"F51","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F51","NO_ARDS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"F51","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F52","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F53","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F60","NO_ARDS_sup_49","DIAG-ICD10",16,"all","all","FRBDX"
"F60","OTHERS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"F68","NO_ARDS_sup_49","DIAG-ICD10",17,"all","all","FRBDX"
"F68","OTHERS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"F69","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F69","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F69","NO_ARDS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"F69","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F70","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F71","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F78","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F79","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F79","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F91","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F93","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F93","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F93","NO_ARDS_sup_49","DIAG-ICD10",11,"all","all","FRBDX"
"F93","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F94","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"F98","NO_ARDS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"F98","OTHERS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G00","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G02","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G04","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G05","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G06","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G11","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G11","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G20","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G20","NO_ARDS_sup_49","DIAG-ICD10",9,"all","all","FRBDX"
"G20","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G21","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G21","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G24","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G24","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G25","ARDS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"G25","NO_ARDS_sup_49","DIAG-ICD10",25,"all","all","FRBDX"
"G25","OTHERS_sup_49","DIAG-ICD10",14,"all","all","FRBDX"
"G26","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G26","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G30","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G30","NO_ARDS_sup_49","DIAG-ICD10",11,"all","all","FRBDX"
"G30","OTHERS_sup_49","DIAG-ICD10",10,"all","all","FRBDX"
"G31","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G31","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G31","NO_ARDS_sup_49","DIAG-ICD10",25,"all","all","FRBDX"
"G31","OTHERS_sup_49","DIAG-ICD10",8,"all","all","FRBDX"
"G35","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G35","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G36","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G37","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G40","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G40","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G40","NO_ARDS_sup_49","DIAG-ICD10",18,"all","all","FRBDX"
"G40","OTHERS_sup_49","DIAG-ICD10",8,"all","all","FRBDX"
"G41","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G41","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G43","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G43","NO_ARDS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"G44","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G45","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G45","NO_ARDS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"G46","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G47","ARDS_18_49","DIAG-ICD10",3,"all","all","FRBDX"
"G47","ARDS_sup_49","DIAG-ICD10",44,"all","all","FRBDX"
"G47","NO_ARDS_18_49","DIAG-ICD10",7,"all","all","FRBDX"
"G47","NO_ARDS_sup_49","DIAG-ICD10",87,"all","all","FRBDX"
"G47","OTHERS_18_49","DIAG-ICD10",3,"all","all","FRBDX"
"G47","OTHERS_sup_49","DIAG-ICD10",15,"all","all","FRBDX"
"G50","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G50","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G51","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G51","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G51","OTHERS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G52","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G52","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G53","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G54","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G54","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G55","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G55","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G55","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G56","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G57","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G58","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G60","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G61","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G62","ARDS_18_49","DIAG-ICD10",4,"all","all","FRBDX"
"G62","ARDS_sup_49","DIAG-ICD10",36,"all","all","FRBDX"
"G62","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G62","NO_ARDS_sup_49","DIAG-ICD10",9,"all","all","FRBDX"
"G62","OTHERS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"G63","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G63","NO_ARDS_18_49","DIAG-ICD10",3,"all","all","FRBDX"
"G63","NO_ARDS_sup_49","DIAG-ICD10",7,"all","all","FRBDX"
"G63","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G70","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G70","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G71","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G72","ARDS_18_49","DIAG-ICD10",4,"all","all","FRBDX"
"G72","ARDS_sup_49","DIAG-ICD10",33,"all","all","FRBDX"
"G72","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G72","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G81","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G81","NO_ARDS_18_49","DIAG-ICD10",4,"all","all","FRBDX"
"G81","NO_ARDS_sup_49","DIAG-ICD10",21,"all","all","FRBDX"
"G81","OTHERS_sup_49","DIAG-ICD10",8,"all","all","FRBDX"
"G82","ARDS_18_49","DIAG-ICD10",4,"all","all","FRBDX"
"G82","ARDS_sup_49","DIAG-ICD10",37,"all","all","FRBDX"
"G82","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G82","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G82","OTHERS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"G83","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G83","ARDS_sup_49","DIAG-ICD10",7,"all","all","FRBDX"
"G83","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G83","NO_ARDS_sup_49","DIAG-ICD10",23,"all","all","FRBDX"
"G83","OTHERS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"G90","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G90","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G91","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G91","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G92","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G92","NO_ARDS_sup_49","DIAG-ICD10",5,"all","all","FRBDX"
"G93","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G93","ARDS_sup_49","DIAG-ICD10",9,"all","all","FRBDX"
"G93","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G93","NO_ARDS_sup_49","DIAG-ICD10",15,"all","all","FRBDX"
"G93","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G93","OTHERS_sup_49","DIAG-ICD10",10,"all","all","FRBDX"
"G94","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G94","ARDS_sup_49","DIAG-ICD10",8,"all","all","FRBDX"
"G94","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G94","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"G94","OTHERS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"G95","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G95","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G96","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G97","ARDS_sup_49","DIAG-ICD10",14,"all","all","FRBDX"
"G99","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"G99","NO_ARDS_sup_49","DIAG-ICD10",4,"all","all","FRBDX"
"H02","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H02","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H02","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"H02","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H04","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H05","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H05","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H10","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H10","OTHERS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"H11","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H11","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"H13","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H15","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H16","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H16","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"H18","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"H19","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H20","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H22","OTHERS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H25","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H25","NO_ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"H26","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H26","NO_ARDS_sup_49","DIAG-ICD10",6,"all","all","FRBDX"
"H26","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H30","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H34","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H34","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H34","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H34","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H35","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H35","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H35","NO_ARDS_sup_49","DIAG-ICD10",11,"all","all","FRBDX"
"H35","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H36","ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H36","ARDS_sup_49","DIAG-ICD10",3,"all","all","FRBDX"
"H36","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H36","NO_ARDS_sup_49","DIAG-ICD10",8,"all","all","FRBDX"
"H36","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H40","ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H40","NO_ARDS_sup_49","DIAG-ICD10",13,"all","all","FRBDX"
"H40","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H43","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H43","OTHERS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H44","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H45","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","all","FRBDX"
"H46","NO_ARDS_18_49","DIAG-ICD10",-99,"all","all","FRBDX"
